filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
WIN_20221120_22_10_44_Pro.jpg,245819,"{}",10,3,"{""name"":""point"",""cx"":1275,""cy"":350}","{}"
WIN_20221120_22_10_44_Pro.jpg,245819,"{}",10,4,"{""name"":""point"",""cx"":1389,""cy"":453}","{}"
WIN_20221120_22_10_44_Pro.jpg,245819,"{}",10,5,"{""name"":""point"",""cx"":1038,""cy"":777}","{}"
WIN_20221120_22_10_44_Pro.jpg,245819,"{}",10,6,"{""name"":""point"",""cx"":1066,""cy"":569}","{}"
WIN_20221120_22_10_44_Pro.jpg,245819,"{}",10,7,"{""name"":""point"",""cx"":1153,""cy"":547}","{}"
WIN_20221120_22_10_44_Pro.jpg,245819,"{}",10,8,"{""name"":""point"",""cx"":1221,""cy"":563}","{}"
WIN_20221120_22_10_44_Pro.jpg,245819,"{}",10,9,"{""name"":""point"",""cx"":1290,""cy"":601}","{}"
WIN_20221120_22_10_45_Pro.jpg,241975,"{}",10,0,"{""name"":""point"",""cx"":212,""cy"":688}","{}"
WIN_20221120_22_10_45_Pro.jpg,241975,"{}",10,1,"{""name"":""point"",""cx"":345,""cy"":349}","{}"
WIN_20221120_22_10_45_Pro.jpg,241975,"{}",10,2,"{""name"":""point"",""cx"":454,""cy"":303}","{}"
WIN_20221120_22_10_45_Pro.jpg,241975,"{}",10,3,"{""name"":""point"",""cx"":586,""cy"":350}","{}"
WIN_20221120_22_10_45_Pro.jpg,241975,"{}",10,4,"{""name"":""point"",""cx"":695,""cy"":464}","{}"
WIN_20221120_22_10_45_Pro.jpg,241975,"{}",10,5,"{""name"":""point"",""cx"":375,""cy"":779}","{}"
WIN_20221120_22_10_45_Pro.jpg,241975,"{}",10,6,"{""name"":""point"",""cx"":433,""cy"":554}","{}"
WIN_20221120_22_10_45_Pro.jpg,241975,"{}",10,7,"{""name"":""point"",""cx"":518,""cy"":533}","{}"
WIN_20221120_22_10_45_Pro.jpg,241975,"{}",10,8,"{""name"":""point"",""cx"":589,""cy"":560}","{}"
WIN_20221120_22_10_45_Pro.jpg,241975,"{}",10,9,"{""name"":""point"",""cx"":661,""cy"":602}","{}"
WIN_20221120_22_10_46_Pro.jpg,246760,"{}",10,0,"{""name"":""point"",""cx"":35,""cy"":621}","{}"
WIN_20221120_22_10_46_Pro.jpg,246760,"{}",10,1,"{""name"":""point"",""cx"":151,""cy"":287}","{}"
WIN_20221120_22_10_46_Pro.jpg,246760,"{}",10,2,"{""name"":""point"",""cx"":241,""cy"":212}","{}"
WIN_20221120_22_10_46_Pro.jpg,246760,"{}",10,3,"{""name"":""point"",""cx"":412,""cy"":254}","{}"
WIN_20221120_22_10_46_Pro.jpg,246760,"{}",10,4,"{""name"":""point"",""cx"":518,""cy"":346}","{}"
WIN_20221120_22_10_46_Pro.jpg,246760,"{}",10,5,"{""name"":""point"",""cx"":197,""cy"":756}","{}"
WIN_20221120_22_10_46_Pro.jpg,246760,"{}",10,6,"{""name"":""point"",""cx"":250,""cy"":520}","{}"
WIN_20221120_22_10_46_Pro.jpg,246760,"{}",10,7,"{""name"":""point"",""cx"":323,""cy"":479}","{}"
WIN_20221120_22_10_46_Pro.jpg,246760,"{}",10,8,"{""name"":""point"",""cx"":411,""cy"":479}","{}"
WIN_20221120_22_10_46_Pro.jpg,246760,"{}",10,9,"{""name"":""point"",""cx"":480,""cy"":513}","{}"
WIN_20221120_22_10_47_Pro.jpg,244554,"{}",10,0,"{""name"":""point"",""cx"":207,""cy"":617}","{}"
WIN_20221120_22_10_47_Pro.jpg,244554,"{}",10,1,"{""name"":""point"",""cx"":325,""cy"":303}","{}"
WIN_20221120_22_10_47_Pro.jpg,244554,"{}",10,2,"{""name"":""point"",""cx"":393,""cy"":229}","{}"
WIN_20221120_22_10_47_Pro.jpg,244554,"{}",10,3,"{""name"":""point"",""cx"":553,""cy"":261}","{}"
WIN_20221120_22_10_47_Pro.jpg,244554,"{}",10,4,"{""name"":""point"",""cx"":669,""cy"":343}","{}"
WIN_20221120_22_10_47_Pro.jpg,244554,"{}",10,5,"{""name"":""point"",""cx"":369,""cy"":735}","{}"
WIN_20221120_22_10_47_Pro.jpg,244554,"{}",10,6,"{""name"":""point"",""cx"":408,""cy"":517}","{}"
WIN_20221120_22_10_47_Pro.jpg,244554,"{}",10,7,"{""name"":""point"",""cx"":490,""cy"":479}","{}"
WIN_20221120_22_10_47_Pro.jpg,244554,"{}",10,8,"{""name"":""point"",""cx"":553,""cy"":489}","{}"
WIN_20221120_22_10_47_Pro.jpg,244554,"{}",10,9,"{""name"":""point"",""cx"":622,""cy"":513}","{}"
WIN_20221120_22_10_48_Pro.jpg,243900,"{}",10,0,"{""name"":""point"",""cx"":161,""cy"":511}","{}"
WIN_20221120_22_10_48_Pro.jpg,243900,"{}",10,1,"{""name"":""point"",""cx"":286,""cy"":144}","{}"
WIN_20221120_22_10_48_Pro.jpg,243900,"{}",10,2,"{""name"":""point"",""cx"":407,""cy"":36}","{}"
WIN_20221120_22_10_48_Pro.jpg,243900,"{}",10,3,"{""name"":""point"",""cx"":595,""cy"":92}","{}"
WIN_20221120_22_10_48_Pro.jpg,243900,"{}",10,4,"{""name"":""point"",""cx"":761,""cy"":229}","{}"
WIN_20221120_22_10_48_Pro.jpg,243900,"{}",10,5,"{""name"":""point"",""cx"":356,""cy"":671}","{}"
WIN_20221120_22_10_48_Pro.jpg,243900,"{}",10,6,"{""name"":""point"",""cx"":390,""cy"":411}","{}"
WIN_20221120_22_10_48_Pro.jpg,243900,"{}",10,7,"{""name"":""point"",""cx"":508,""cy"":388}","{}"
WIN_20221120_22_10_48_Pro.jpg,243900,"{}",10,8,"{""name"":""point"",""cx"":570,""cy"":384}","{}"
WIN_20221120_22_10_48_Pro.jpg,243900,"{}",10,9,"{""name"":""point"",""cx"":668,""cy"":414}","{}"
WIN_20221120_22_10_49_Pro.jpg,252121,"{}",10,0,"{""name"":""point"",""cx"":894,""cy"":428}","{}"
WIN_20221120_22_10_49_Pro.jpg,252121,"{}",10,1,"{""name"":""point"",""cx"":684,""cy"":153}","{}"
WIN_20221120_22_10_49_Pro.jpg,252121,"{}",10,2,"{""name"":""point"",""cx"":559,""cy"":116}","{}"
WIN_20221120_22_10_49_Pro.jpg,252121,"{}",10,3,"{""name"":""point"",""cx"":426,""cy"":188}","{}"
WIN_20221120_22_10_49_Pro.jpg,252121,"{}",10,4,"{""name"":""point"",""cx"":361,""cy"":294}","{}"
WIN_20221120_22_10_49_Pro.jpg,252121,"{}",10,5,"{""name"":""point"",""cx"":756,""cy"":572}","{}"
WIN_20221120_22_10_49_Pro.jpg,252121,"{}",10,6,"{""name"":""point"",""cx"":664,""cy"":407}","{}"
WIN_20221120_22_10_49_Pro.jpg,252121,"{}",10,7,"{""name"":""point"",""cx"":578,""cy"":396}","{}"
WIN_20221120_22_10_49_Pro.jpg,252121,"{}",10,8,"{""name"":""point"",""cx"":517,""cy"":402}","{}"
WIN_20221120_22_10_49_Pro.jpg,252121,"{}",10,9,"{""name"":""point"",""cx"":466,""cy"":465}","{}"
WIN_20221120_22_10_50_Pro (2).jpg,245870,"{}",10,0,"{""name"":""point"",""cx"":1460,""cy"":581}","{}"
WIN_20221120_22_10_50_Pro (2).jpg,245870,"{}",10,1,"{""name"":""point"",""cx"":1290,""cy"":328}","{}"
WIN_20221120_22_10_50_Pro (2).jpg,245870,"{}",10,2,"{""name"":""point"",""cx"":1186,""cy"":298}","{}"
WIN_20221120_22_10_50_Pro (2).jpg,245870,"{}",10,3,"{""name"":""point"",""cx"":1066,""cy"":351}","{}"
WIN_20221120_22_10_50_Pro (2).jpg,245870,"{}",10,4,"{""name"":""point"",""cx"":988,""cy"":453}","{}"
WIN_20221120_22_10_50_Pro (2).jpg,245870,"{}",10,5,"{""name"":""point"",""cx"":1355,""cy"":683}","{}"
WIN_20221120_22_10_50_Pro (2).jpg,245870,"{}",10,6,"{""name"":""point"",""cx"":1251,""cy"":546}","{}"
WIN_20221120_22_10_50_Pro (2).jpg,245870,"{}",10,7,"{""name"":""point"",""cx"":1173,""cy"":522}","{}"
WIN_20221120_22_10_50_Pro (2).jpg,245870,"{}",10,8,"{""name"":""point"",""cx"":1129,""cy"":544}","{}"
WIN_20221120_22_10_50_Pro (2).jpg,245870,"{}",10,9,"{""name"":""point"",""cx"":1066,""cy"":581}","{}"
WIN_20221120_22_10_50_Pro.jpg,244974,"{}",10,0,"{""name"":""point"",""cx"":1105,""cy"":562}","{}"
WIN_20221120_22_10_50_Pro.jpg,244974,"{}",10,1,"{""name"":""point"",""cx"":914,""cy"":286}","{}"
WIN_20221120_22_10_50_Pro.jpg,244974,"{}",10,2,"{""name"":""point"",""cx"":825,""cy"":242}","{}"
WIN_20221120_22_10_50_Pro.jpg,244974,"{}",10,3,"{""name"":""point"",""cx"":684,""cy"":312}","{}"
WIN_20221120_22_10_50_Pro.jpg,244974,"{}",10,4,"{""name"":""point"",""cx"":632,""cy"":413}","{}"
WIN_20221120_22_10_50_Pro.jpg,244974,"{}",10,5,"{""name"":""point"",""cx"":986,""cy"":654}","{}"
WIN_20221120_22_10_50_Pro.jpg,244974,"{}",10,6,"{""name"":""point"",""cx"":885,""cy"":497}","{}"
WIN_20221120_22_10_50_Pro.jpg,244974,"{}",10,7,"{""name"":""point"",""cx"":823,""cy"":487}","{}"
WIN_20221120_22_10_50_Pro.jpg,244974,"{}",10,8,"{""name"":""point"",""cx"":763,""cy"":496}","{}"
WIN_20221120_22_10_50_Pro.jpg,244974,"{}",10,9,"{""name"":""point"",""cx"":706,""cy"":552}","{}"
WIN_20221120_22_10_51_Pro (2).jpg,251731,"{}",10,0,"{""name"":""point"",""cx"":1702,""cy"":439}","{}"
WIN_20221120_22_10_51_Pro (2).jpg,251731,"{}",10,1,"{""name"":""point"",""cx"":1582,""cy"":208}","{}"
WIN_20221120_22_10_51_Pro (2).jpg,251731,"{}",10,2,"{""name"":""point"",""cx"":1494,""cy"":178}","{}"
WIN_20221120_22_10_51_Pro (2).jpg,251731,"{}",10,3,"{""name"":""point"",""cx"":1379,""cy"":235}","{}"
WIN_20221120_22_10_51_Pro (2).jpg,251731,"{}",10,4,"{""name"":""point"",""cx"":1301,""cy"":324}","{}"
WIN_20221120_22_10_51_Pro (2).jpg,251731,"{}",10,5,"{""name"":""point"",""cx"":1605,""cy"":541}","{}"
WIN_20221120_22_10_51_Pro (2).jpg,251731,"{}",10,6,"{""name"":""point"",""cx"":1566,""cy"":413}","{}"
WIN_20221120_22_10_51_Pro (2).jpg,251731,"{}",10,7,"{""name"":""point"",""cx"":1513,""cy"":401}","{}"
WIN_20221120_22_10_51_Pro (2).jpg,251731,"{}",10,8,"{""name"":""point"",""cx"":1446,""cy"":424}","{}"
WIN_20221120_22_10_51_Pro (2).jpg,251731,"{}",10,9,"{""name"":""point"",""cx"":1389,""cy"":448}","{}"
WIN_20221120_22_10_51_Pro.jpg,245935,"{}",10,0,"{""name"":""point"",""cx"":1558,""cy"":543}","{}"
WIN_20221120_22_10_51_Pro.jpg,245935,"{}",10,1,"{""name"":""point"",""cx"":1408,""cy"":297}","{}"
WIN_20221120_22_10_51_Pro.jpg,245935,"{}",10,2,"{""name"":""point"",""cx"":1300,""cy"":268}","{}"
WIN_20221120_22_10_51_Pro.jpg,245935,"{}",10,3,"{""name"":""point"",""cx"":1184,""cy"":323}","{}"
WIN_20221120_22_10_51_Pro.jpg,245935,"{}",10,4,"{""name"":""point"",""cx"":1110,""cy"":411}","{}"
WIN_20221120_22_10_51_Pro.jpg,245935,"{}",10,5,"{""name"":""point"",""cx"":1438,""cy"":648}","{}"
WIN_20221120_22_10_51_Pro.jpg,245935,"{}",10,6,"{""name"":""point"",""cx"":1378,""cy"":539}","{}"
WIN_20221120_22_10_51_Pro.jpg,245935,"{}",10,7,"{""name"":""point"",""cx"":1316,""cy"":490}","{}"
WIN_20221120_22_10_51_Pro.jpg,245935,"{}",10,8,"{""name"":""point"",""cx"":1243,""cy"":497}","{}"
WIN_20221120_22_10_51_Pro.jpg,245935,"{}",10,9,"{""name"":""point"",""cx"":1186,""cy"":533}","{}"
WIN_20221120_22_10_52_Pro (2).jpg,254657,"{}",10,0,"{""name"":""point"",""cx"":1759,""cy"":428}","{}"
WIN_20221120_22_10_52_Pro (2).jpg,254657,"{}",10,1,"{""name"":""point"",""cx"":1642,""cy"":218}","{}"
WIN_20221120_22_10_52_Pro (2).jpg,254657,"{}",10,2,"{""name"":""point"",""cx"":1545,""cy"":197}","{}"
WIN_20221120_22_10_52_Pro (2).jpg,254657,"{}",10,3,"{""name"":""point"",""cx"":1442,""cy"":240}","{}"
WIN_20221120_22_10_52_Pro (2).jpg,254657,"{}",10,4,"{""name"":""point"",""cx"":1369,""cy"":328}","{}"
WIN_20221120_22_10_52_Pro (2).jpg,254657,"{}",10,5,"{""name"":""point"",""cx"":1661,""cy"":533}","{}"
WIN_20221120_22_10_52_Pro (2).jpg,254657,"{}",10,6,"{""name"":""point"",""cx"":1619,""cy"":419}","{}"
WIN_20221120_22_10_52_Pro (2).jpg,254657,"{}",10,7,"{""name"":""point"",""cx"":1571,""cy"":402}","{}"
WIN_20221120_22_10_52_Pro (2).jpg,254657,"{}",10,8,"{""name"":""point"",""cx"":1513,""cy"":409}","{}"
WIN_20221120_22_10_52_Pro (2).jpg,254657,"{}",10,9,"{""name"":""point"",""cx"":1446,""cy"":440}","{}"
WIN_20221120_22_10_53_Pro (2).jpg,251161,"{}",10,0,"{""name"":""point"",""cx"":1640,""cy"":442}","{}"
WIN_20221120_22_10_53_Pro (2).jpg,251161,"{}",10,1,"{""name"":""point"",""cx"":1499,""cy"":221}","{}"
WIN_20221120_22_10_53_Pro (2).jpg,251161,"{}",10,2,"{""name"":""point"",""cx"":1414,""cy"":198}","{}"
WIN_20221120_22_10_53_Pro (2).jpg,251161,"{}",10,3,"{""name"":""point"",""cx"":1300,""cy"":249}","{}"
WIN_20221120_22_10_53_Pro (2).jpg,251161,"{}",10,4,"{""name"":""point"",""cx"":1242,""cy"":336}","{}"
WIN_20221120_22_10_53_Pro (2).jpg,251161,"{}",10,5,"{""name"":""point"",""cx"":1530,""cy"":548}","{}"
WIN_20221120_22_10_53_Pro (2).jpg,251161,"{}",10,6,"{""name"":""point"",""cx"":1494,""cy"":403}","{}"
WIN_20221120_22_10_53_Pro (2).jpg,251161,"{}",10,7,"{""name"":""point"",""cx"":1435,""cy"":392}","{}"
WIN_20221120_22_10_53_Pro (2).jpg,251161,"{}",10,8,"{""name"":""point"",""cx"":1365,""cy"":417}","{}"
WIN_20221120_22_10_53_Pro (2).jpg,251161,"{}",10,9,"{""name"":""point"",""cx"":1322,""cy"":447}","{}"
WIN_20221120_22_10_53_Pro.jpg,252190,"{}",10,0,"{""name"":""point"",""cx"":1690,""cy"":450}","{}"
WIN_20221120_22_10_53_Pro.jpg,252190,"{}",10,1,"{""name"":""point"",""cx"":1562,""cy"":234}","{}"
WIN_20221120_22_10_53_Pro.jpg,252190,"{}",10,2,"{""name"":""point"",""cx"":1480,""cy"":205}","{}"
WIN_20221120_22_10_53_Pro.jpg,252190,"{}",10,3,"{""name"":""point"",""cx"":1369,""cy"":254}","{}"
WIN_20221120_22_10_53_Pro.jpg,252190,"{}",10,4,"{""name"":""point"",""cx"":1308,""cy"":329}","{}"
WIN_20221120_22_10_53_Pro.jpg,252190,"{}",10,5,"{""name"":""point"",""cx"":1588,""cy"":562}","{}"
WIN_20221120_22_10_53_Pro.jpg,252190,"{}",10,6,"{""name"":""point"",""cx"":1565,""cy"":445}","{}"
WIN_20221120_22_10_53_Pro.jpg,252190,"{}",10,7,"{""name"":""point"",""cx"":1499,""cy"":396}","{}"
WIN_20221120_22_10_53_Pro.jpg,252190,"{}",10,8,"{""name"":""point"",""cx"":1421,""cy"":419}","{}"
WIN_20221120_22_10_53_Pro.jpg,252190,"{}",10,9,"{""name"":""point"",""cx"":1378,""cy"":468}","{}"
WIN_20221120_22_10_54_Pro.jpg,250557,"{}",10,0,"{""name"":""point"",""cx"":1603,""cy"":440}","{}"
WIN_20221120_22_10_54_Pro.jpg,250557,"{}",10,1,"{""name"":""point"",""cx"":1454,""cy"":219}","{}"
WIN_20221120_22_10_54_Pro.jpg,250557,"{}",10,2,"{""name"":""point"",""cx"":1368,""cy"":208}","{}"
WIN_20221120_22_10_54_Pro.jpg,250557,"{}",10,3,"{""name"":""point"",""cx"":1274,""cy"":261}","{}"
WIN_20221120_22_10_54_Pro.jpg,250557,"{}",10,4,"{""name"":""point"",""cx"":1212,""cy"":345}","{}"
WIN_20221120_22_10_54_Pro.jpg,250557,"{}",10,5,"{""name"":""point"",""cx"":1520,""cy"":560}","{}"
WIN_20221120_22_10_54_Pro.jpg,250557,"{}",10,6,"{""name"":""point"",""cx"":1449,""cy"":417}","{}"
WIN_20221120_22_10_54_Pro.jpg,250557,"{}",10,7,"{""name"":""point"",""cx"":1397,""cy"":402}","{}"
WIN_20221120_22_10_54_Pro.jpg,250557,"{}",10,8,"{""name"":""point"",""cx"":1345,""cy"":411}","{}"
WIN_20221120_22_10_54_Pro.jpg,250557,"{}",10,9,"{""name"":""point"",""cx"":1279,""cy"":454}","{}"
WIN_20221120_22_10_55_Pro (2).jpg,248450,"{}",10,0,"{""name"":""point"",""cx"":1525,""cy"":414}","{}"
WIN_20221120_22_10_55_Pro (2).jpg,248450,"{}",10,1,"{""name"":""point"",""cx"":1374,""cy"":203}","{}"
WIN_20221120_22_10_55_Pro (2).jpg,248450,"{}",10,2,"{""name"":""point"",""cx"":1301,""cy"":186}","{}"
WIN_20221120_22_10_55_Pro (2).jpg,248450,"{}",10,3,"{""name"":""point"",""cx"":1196,""cy"":234}","{}"
WIN_20221120_22_10_55_Pro (2).jpg,248450,"{}",10,4,"{""name"":""point"",""cx"":1125,""cy"":330}","{}"
WIN_20221120_22_10_55_Pro (2).jpg,248450,"{}",10,5,"{""name"":""point"",""cx"":1454,""cy"":506}","{}"
WIN_20221120_22_10_55_Pro (2).jpg,248450,"{}",10,6,"{""name"":""point"",""cx"":1387,""cy"":388}","{}"
WIN_20221120_22_10_55_Pro (2).jpg,248450,"{}",10,7,"{""name"":""point"",""cx"":1321,""cy"":375}","{}"
WIN_20221120_22_10_55_Pro (2).jpg,248450,"{}",10,8,"{""name"":""point"",""cx"":1261,""cy"":381}","{}"
WIN_20221120_22_10_55_Pro (2).jpg,248450,"{}",10,9,"{""name"":""point"",""cx"":1199,""cy"":429}","{}"
WIN_20221120_22_10_55_Pro.jpg,250543,"{}",10,0,"{""name"":""point"",""cx"":1558,""cy"":424}","{}"
WIN_20221120_22_10_55_Pro.jpg,250543,"{}",10,1,"{""name"":""point"",""cx"":1418,""cy"":210}","{}"
WIN_20221120_22_10_55_Pro.jpg,250543,"{}",10,2,"{""name"":""point"",""cx"":1327,""cy"":194}","{}"
WIN_20221120_22_10_55_Pro.jpg,250543,"{}",10,3,"{""name"":""point"",""cx"":1227,""cy"":248}","{}"
WIN_20221120_22_10_55_Pro.jpg,250543,"{}",10,4,"{""name"":""point"",""cx"":1164,""cy"":333}","{}"
WIN_20221120_22_10_55_Pro.jpg,250543,"{}",10,5,"{""name"":""point"",""cx"":1450,""cy"":518}","{}"
WIN_20221120_22_10_55_Pro.jpg,250543,"{}",10,6,"{""name"":""point"",""cx"":1404,""cy"":401}","{}"
WIN_20221120_22_10_55_Pro.jpg,250543,"{}",10,7,"{""name"":""point"",""cx"":1352,""cy"":381}","{}"
WIN_20221120_22_10_55_Pro.jpg,250543,"{}",10,8,"{""name"":""point"",""cx"":1289,""cy"":400}","{}"
WIN_20221120_22_10_55_Pro.jpg,250543,"{}",10,9,"{""name"":""point"",""cx"":1243,""cy"":445}","{}"
WIN_20221120_22_10_56_Pro (2).jpg,247788,"{}",10,0,"{""name"":""point"",""cx"":1428,""cy"":377}","{}"
WIN_20221120_22_10_56_Pro (2).jpg,247788,"{}",10,1,"{""name"":""point"",""cx"":1269,""cy"":173}","{}"
WIN_20221120_22_10_56_Pro (2).jpg,247788,"{}",10,2,"{""name"":""point"",""cx"":1169,""cy"":152}","{}"
WIN_20221120_22_10_56_Pro (2).jpg,247788,"{}",10,3,"{""name"":""point"",""cx"":1070,""cy"":213}","{}"
WIN_20221120_22_10_56_Pro (2).jpg,247788,"{}",10,4,"{""name"":""point"",""cx"":1033,""cy"":313}","{}"
WIN_20221120_22_10_56_Pro (2).jpg,247788,"{}",10,5,"{""name"":""point"",""cx"":1337,""cy"":481}","{}"
WIN_20221120_22_10_56_Pro (2).jpg,247788,"{}",10,6,"{""name"":""point"",""cx"":1267,""cy"":376}","{}"
WIN_20221120_22_10_56_Pro (2).jpg,247788,"{}",10,7,"{""name"":""point"",""cx"":1217,""cy"":362}","{}"
WIN_20221120_22_10_56_Pro (2).jpg,247788,"{}",10,8,"{""name"":""point"",""cx"":1165,""cy"":384}","{}"
WIN_20221120_22_10_56_Pro (2).jpg,247788,"{}",10,9,"{""name"":""point"",""cx"":1111,""cy"":412}","{}"
WIN_20221120_22_10_56_Pro.jpg,249437,"{}",10,0,"{""name"":""point"",""cx"":1480,""cy"":382}","{}"
WIN_20221120_22_10_56_Pro.jpg,249437,"{}",10,1,"{""name"":""point"",""cx"":1320,""cy"":174}","{}"
WIN_20221120_22_10_56_Pro.jpg,249437,"{}",10,2,"{""name"":""point"",""cx"":1231,""cy"":167}","{}"
WIN_20221120_22_10_56_Pro.jpg,249437,"{}",10,3,"{""name"":""point"",""cx"":1136,""cy"":219}","{}"
WIN_20221120_22_10_56_Pro.jpg,249437,"{}",10,4,"{""name"":""point"",""cx"":1086,""cy"":312}","{}"
WIN_20221120_22_10_56_Pro.jpg,249437,"{}",10,5,"{""name"":""point"",""cx"":1384,""cy"":494}","{}"
WIN_20221120_22_10_56_Pro.jpg,249437,"{}",10,6,"{""name"":""point"",""cx"":1326,""cy"":361}","{}"
WIN_20221120_22_10_56_Pro.jpg,249437,"{}",10,7,"{""name"":""point"",""cx"":1257,""cy"":349}","{}"
WIN_20221120_22_10_56_Pro.jpg,249437,"{}",10,8,"{""name"":""point"",""cx"":1217,""cy"":375}","{}"
WIN_20221120_22_10_56_Pro.jpg,249437,"{}",10,9,"{""name"":""point"",""cx"":1172,""cy"":398}","{}"
